patric_id	locus_tag	product	gene
742741.3.peg.1106	HMPREF9475_01151	Tripartite tricarboxylate transporter TctA family	
742741.3.peg.1107	HMPREF9475_01152	hypothetical protein	
742741.3.peg.1108	HMPREF9475_01153	hypothetical protein	
742741.3.peg.111	HMPREF9475_00238	hypothetical protein	
742741.3.peg.1110	HMPREF9475_01154	Citrate lyase alpha chain (EC 4.1.3.6)	
742741.3.peg.1111	HMPREF9475_01155	Citrate lyase beta chain (EC 4.1.3.6)	
742741.3.peg.1112	HMPREF9475_01156	Citrate lyase gamma chain%2C acyl carrier protein	
742741.3.peg.1113	HMPREF9475_01157	hypothetical protein	
742741.3.peg.1114	HMPREF9475_01158	Triphosphoribosyl-dephospho-CoA synthase (EC 2.4.2.52)	
742741.3.peg.1115	HMPREF9475_01159	Fibronectin/fibrinogen-binding protein	
742741.3.peg.1118	HMPREF9475_01160	Predicted functional analog of homoserine kinase (EC 2.7.1.-)	
742741.3.peg.1119	HMPREF9475_01161	Inner membrane protein YbiR%2C putative anion permease	
742741.3.peg.112	HMPREF9475_00239	1%2C4-alpha-glucan (glycogen) branching enzyme%2C GH-13-type (EC 2.4.1.18)	
742741.3.peg.1120	HMPREF9475_01163	Seryl-tRNA synthetase (EC 6.1.1.11)	
742741.3.peg.1123	HMPREF9475_01164	Pyridoxal kinase (EC 2.7.1.35)	
742741.3.peg.1124	HMPREF9475_01165	Thiamin pyrophosphokinase (EC 2.7.6.2)	
742741.3.peg.1125	HMPREF9475_01166	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	
742741.3.peg.1126	HMPREF9475_01167	Ribosome small subunit biogenesis RbfA-release protein RsgA	
742741.3.peg.1127	HMPREF9475_01168	Serine/threonine protein kinase PrkC%2C regulator of stationary phase	
742741.3.peg.1128	HMPREF9475_01169	Protein serine/threonine phosphatase PrpC%2C regulation of stationary phase	
742741.3.peg.1129	HMPREF9475_01170	23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192)	
742741.3.peg.113	HMPREF9475_00240	hypothetical protein	
742741.3.peg.1130	HMPREF9475_01171	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	
742741.3.peg.1131	HMPREF9475_01172	Putative membrane protease YugP	
742741.3.peg.1132	HMPREF9475_01173	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	
742741.3.peg.1133	HMPREF9475_01174	Peptide deformylase (EC 3.5.1.88)	
742741.3.peg.1134	HMPREF9475_01175	Helicase PriA essential for oriC/DnaA-independent DNA replication	
742741.3.peg.1135	HMPREF9475_01176	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	
742741.3.peg.1136	HMPREF9475_01177	UDP-N-acetylmuramoyl-dipeptide--2%2C6-diaminopimelate ligase (EC 6.3.2.13)	
742741.3.peg.1137	HMPREF9475_01178	DNA translocase FtsK	
742741.3.peg.1138	HMPREF9475_01179	Translocation-enhancing protein TepA	
742741.3.peg.1139	HMPREF9475_01180	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)	
742741.3.peg.114	HMPREF9475_00241	GTP pyrophosphokinase (EC 2.7.6.5)	
742741.3.peg.1140	HMPREF9475_01181	Aconitase family protein YbhJ	
742741.3.peg.1141	HMPREF9475_01182	Transcriptional regulator%2C LysR family	
742741.3.peg.1142	HMPREF9475_01183	P60 extracellular protein%2C invasion associated protein Iap	
742741.3.peg.1143	HMPREF9475_01185	hypothetical protein	
742741.3.peg.1144	HMPREF9475_01186	ABC transporter%2C ATP-binding protein (cluster 15%2C trp?)	
742741.3.peg.1145	HMPREF9475_01187	ABC transporter%2C permease protein (cluster 15%2C trp?)	
742741.3.peg.1147	HMPREF9475_01188	ABC transporter%2C substrate-binding protein (cluster 15%2C trp?)	
742741.3.peg.1148	HMPREF9475_01189	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	
742741.3.peg.1149	HMPREF9475_01190	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	
742741.3.peg.115	HMPREF9475_00242	Serine acetyltransferase (EC 2.3.1.30)	
742741.3.peg.1150	HMPREF9475_01191	Sodium-dependent phosphate transporter	
742741.3.peg.1151	HMPREF9475_01192	Microsomal dipeptidase (EC 3.4.13.19)	
742741.3.peg.1152	HMPREF9475_01193	ABC-type antimicrobial peptide transport system%2C permease component	
742741.3.peg.1153	HMPREF9475_01194	ABC-type antimicrobial peptide transport system%2C ATPase component	
742741.3.peg.1154	HMPREF9475_01195	hypothetical protein	
742741.3.peg.1155	HMPREF9475_01196	Cell surface protein precursor (S-layer protein)	
742741.3.peg.1156	HMPREF9475_01197	Cell surface protein precursor (S-layer protein)	
742741.3.peg.1157	HMPREF9475_01198	hypothetical protein	
742741.3.peg.1158	HMPREF9475_01199	hypothetical protein	
742741.3.peg.1159	HMPREF9475_01200	Uncharacterized transcriptional regulator YozG%2C Cro/CI family	
742741.3.peg.116	HMPREF9475_00243	tRNA-(cytosine32)-2-thiocytidine synthetase TtcA	
742741.3.peg.1160	HMPREF9475_01201	hypothetical protein	
742741.3.peg.1162	HMPREF9475_01202	Cardiolipin synthase%2C bacterial type ClsA	
742741.3.peg.1163	HMPREF9475_01203	hypothetical protein	
742741.3.peg.1164	HMPREF9475_01204	hypothetical protein	
742741.3.peg.1165	HMPREF9475_01205	hypothetical protein	
742741.3.peg.1166	HMPREF9475_01206	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	
742741.3.peg.1167	HMPREF9475_01207	Uncharacterized di-Fe4-S4 cluster-containing protein AF_1153	
742741.3.peg.1168	HMPREF9475_01208	DNA polymerase III polC-type (EC 2.7.7.7)	
742741.3.peg.1169	HMPREF9475_01209	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)	
742741.3.peg.1170	HMPREF9475_01210	Membrane-associated zinc metalloprotease	
742741.3.peg.1171	HMPREF9475_01211	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	
742741.3.peg.1172	HMPREF9475_01212	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	
742741.3.peg.1173	HMPREF9475_01213	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	
742741.3.peg.1174	HMPREF9475_01214	Ribosome recycling factor	
742741.3.peg.1175	HMPREF9475_01215	Uridylate kinase (EC 2.7.4.22)	
742741.3.peg.1178	HMPREF9475_01216	chlorohydrolase family protein	
742741.3.peg.1179	HMPREF9475_01217	EriC-type fluoride/proton exchange protein	
742741.3.peg.118	HMPREF9475_00244	LysM domain-containing membrane protein	
742741.3.peg.1180	HMPREF9475_01218	Threonine dehydratase%2C catabolic (EC 4.3.1.19) @ L-serine dehydratase%2C (PLP)-dependent (EC 4.3.1.17)	
742741.3.peg.1181	HMPREF9475_01219	Signal recognition particle receptor FtsY	
742741.3.peg.1182	HMPREF9475_01220	Chromosome partition protein smc	
742741.3.peg.1183	HMPREF9475_01221	Ribonuclease III (EC 3.1.26.3)	
742741.3.peg.1184	HMPREF9475_01222	Acyl carrier protein	
742741.3.peg.1185	HMPREF9475_01223	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	
742741.3.peg.1187	HMPREF9475_01224	Sodium/glutamate symporter	
742741.3.peg.1188	HMPREF9475_01225	Lhr-like helicases	
742741.3.peg.1189	HMPREF9475_01226	hypothetical protein	
742741.3.peg.1190	HMPREF9475_01227	Transcriptional regulator%2C MarR family	
742741.3.peg.1191	HMPREF9475_01228	hypothetical protein	
742741.3.peg.1192	HMPREF9475_01229	DNA/RNA helicases%2C SNF2 family	
742741.3.peg.1193	HMPREF9475_01230	Arginyl-tRNA synthetase (EC 6.1.1.19)	
742741.3.peg.1194	HMPREF9475_01231	hypothetical protein	
742741.3.peg.1195	HMPREF9475_01232	Translation elongation factor P	
742741.3.peg.1196	HMPREF9475_01233	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	
742741.3.peg.1197	HMPREF9475_01234	FIG001553: Hydrolase%2C HAD subfamily IIIA	
742741.3.peg.1198	HMPREF9475_01235	Ribonucleotide reductase transcriptional regulator NrdR	
742741.3.peg.12	HMPREF9475_00011	V-type ATP synthase subunit I (EC 3.6.3.14)	
742741.3.peg.120	HMPREF9475_00245	hypothetical protein	
742741.3.peg.1201	HMPREF9475_01236	FIG011856: hypothetical protein	
742741.3.peg.1202	HMPREF9475_01237	hypothetical protein	
742741.3.peg.1203	HMPREF9475_01238	Putative Xaa-His dipeptidase	
742741.3.peg.1204	HMPREF9475_01239	Transamidase GatB domain protein	
742741.3.peg.1205	HMPREF9475_01240	Peptide chain release factor 3	
742741.3.peg.1206	HMPREF9475_01241	hypothetical protein	
742741.3.peg.1207	HMPREF9475_01242	Pantothenate kinase type III%2C CoaX-like (EC 2.7.1.33)	
742741.3.peg.1208	HMPREF9475_01243	hypothetical protein	
742741.3.peg.1209	HMPREF9475_01244	hypothetical protein	
742741.3.peg.121	HMPREF9475_00246	UPF0246 protein YaaA	
742741.3.peg.1210	HMPREF9475_01245	RNA polymerase sporulation specific sigma factor SigG	
742741.3.peg.1213	HMPREF9475_01246	hypothetical protein	
742741.3.peg.1214	HMPREF9475_01247	RNA polymerase sporulation specific sigma factor SigE	
742741.3.peg.1215	HMPREF9475_01248	hypothetical protein	
742741.3.peg.1218	HMPREF9475_01249	Cell division protein FtsZ	
742741.3.peg.122	HMPREF9475_00247	Cobalt-zinc-cadmium resistance protein	
742741.3.peg.1220	HMPREF9475_01250	Cell division protein FtsQ	
742741.3.peg.1221	HMPREF9475_01251	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	
742741.3.peg.1222	HMPREF9475_01252	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129) @ Stage V sporulation protein E	
742741.3.peg.1223	HMPREF9475_01253	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)	
742741.3.peg.1224	HMPREF9475_01254	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	
742741.3.peg.1225	HMPREF9475_01255	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129) @ Sporulation peptidoglycan synthetase SpoVD	
742741.3.peg.1227	HMPREF9475_01256	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	
742741.3.peg.1228	HMPREF9475_01257	Cell division protein FtsL	
742741.3.peg.1229	HMPREF9475_01258	16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)	
742741.3.peg.123	HMPREF9475_00248	hypothetical protein	
742741.3.peg.1230	HMPREF9475_01259	Transcriptional regulator MraZ	
742741.3.peg.1231	HMPREF9475_01260	hypothetical protein	
742741.3.peg.1232	HMPREF9475_01261	Sodium-dependent tyrosine transporter	
742741.3.peg.1233	HMPREF9475_01262	GTP-binding and nucleic acid-binding protein YchF	
742741.3.peg.1234	HMPREF9475_01263	hypothetical protein	
742741.3.peg.1236	HMPREF9475_01264	Alanine racemase (EC 5.1.1.1)	
742741.3.peg.1237	HMPREF9475_01265	hypothetical protein	
742741.3.peg.1238	HMPREF9475_01266	hypothetical protein	
742741.3.peg.1239	HMPREF9475_01267	Iron-sulfur cluster regulator IscR	
742741.3.peg.124	HMPREF9475_00249	Mutator MutT protein (7%2C8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	
742741.3.peg.1240	HMPREF9475_01268	Cysteine synthase (EC 2.5.1.47)	
742741.3.peg.1241	HMPREF9475_01269	Electron transport complex protein RnfB	
742741.3.peg.1242	HMPREF9475_01270	Electron transport complex protein RnfA	
742741.3.peg.1243	HMPREF9475_01271	Electron transport complex protein RnfE	
742741.3.peg.1244	HMPREF9475_01272	Electron transport complex protein RnfG	
742741.3.peg.1245	HMPREF9475_01273	Electron transport complex protein RnfD	
742741.3.peg.1246	HMPREF9475_01274	Electron transport complex protein RnfC	
742741.3.peg.1247	HMPREF9475_01275	hypothetical protein	
742741.3.peg.1248	HMPREF9475_01276	hypothetical protein	
742741.3.peg.125	HMPREF9475_00250	hypothetical protein	
742741.3.peg.1250	HMPREF9475_01277	FIG00530929: hypothetical protein	
742741.3.peg.1251	HMPREF9475_01278	Methionine biosynthesis and transport regulator MtaR%2C LysR family	
742741.3.peg.1252	HMPREF9475_01279	Glycolate dehydrogenase (EC 1.1.99.14)%2C subunit GlcD	
742741.3.peg.1253	HMPREF9475_01280	Methionine ABC transporter permease protein	
742741.3.peg.1254	HMPREF9475_01281	Methionine ABC transporter ATP-binding protein	
742741.3.peg.1255	HMPREF9475_01282	Methionine ABC transporter substrate-binding protein	
742741.3.peg.1256	HMPREF9475_01283	Arginine/ornithine antiporter ArcD	
742741.3.peg.1257	HMPREF9475_01284	hypothetical protein	
742741.3.peg.1258	HMPREF9475_01285	Transcriptional regulator%2C LysR family	
742741.3.peg.1259	HMPREF9475_01286	hypothetical protein	
742741.3.peg.126	HMPREF9475_00251	Transcriptional regulator%2C LysR family	
742741.3.peg.1260	HMPREF9475_01287	hypothetical protein	
742741.3.peg.1261	HMPREF9475_01288	hypothetical protein	
742741.3.peg.1262	HMPREF9475_01289	hypothetical protein	
742741.3.peg.1263	HMPREF9475_01290	Ribonucleotide reductase of class III (anaerobic)%2C large subunit (EC 1.17.4.2)	
742741.3.peg.1265	HMPREF9475_01291	Ribosome LSU-associated GTP-binding protein HflX	
742741.3.peg.1266	HMPREF9475_01292	hypothetical protein	
742741.3.peg.1267	HMPREF9475_01293	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	
742741.3.peg.1269	HMPREF9475_01294	Sodium/glutamate symporter	
742741.3.peg.127	HMPREF9475_00252	hypothetical protein	
742741.3.peg.1270	HMPREF9475_01295	hypothetical protein	
742741.3.peg.1271	HMPREF9475_01296	Ribonucleotide reductase of class III (anaerobic)%2C activating protein (EC 1.97.1.4)	
742741.3.peg.1272	HMPREF9475_01297	Ribonucleotide reductase of class III (anaerobic)%2C large subunit (EC 1.17.4.2)	
742741.3.peg.1273	HMPREF9475_01298	Segregation and condensation protein B	
742741.3.peg.1274	HMPREF9475_01299	Segregation and condensation protein A	
742741.3.peg.1275	HMPREF9475_01300	Ser/Thr protein phosphatase family protein	
742741.3.peg.1276	HMPREF9475_01301	Rubrerythrin	
742741.3.peg.1277	HMPREF9475_01302	Transcriptional regulator%2C Xre family	
742741.3.peg.1278	HMPREF9475_01303	Uncharacterized protein YbbK	
742741.3.peg.1279	HMPREF9475_01304	Heterodimeric efflux ABC transporter%2C permease/ATP-binding subunit 2	
742741.3.peg.128	HMPREF9475_00253	hypothetical protein	
742741.3.peg.1280	HMPREF9475_01305	Heterodimeric efflux ABC transporter%2C permease/ATP-binding subunit 1	
742741.3.peg.1282	HMPREF9475_01306	hypothetical protein	
742741.3.peg.1283	HMPREF9475_01307	Thermostable carboxypeptidase 1 (EC 3.4.17.19)	
742741.3.peg.1284	HMPREF9475_01308	hypothetical protein	
742741.3.peg.1286	HMPREF9475_01309	Diadenosine hexaphosphate (Ap6A) hydrolase%3B Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)	
742741.3.peg.1287	HMPREF9475_01310	Uncharacterized MFS-type transporter	
742741.3.peg.1288	HMPREF9475_01311	hypothetical protein	
742741.3.peg.1289	HMPREF9475_01312	FtsI-like cell elongation transpeptidase	
742741.3.peg.129	HMPREF9475_00254	hypothetical protein	
742741.3.peg.1290	HMPREF9475_01313	FtsW-like cell division membrane protein CA_C0505	
742741.3.peg.1291	HMPREF9475_01314	Uncharacterized protease CPF_2136	
742741.3.peg.1292	HMPREF9475_01315	hypothetical protein	
742741.3.peg.1293	HMPREF9475_01316	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	
742741.3.peg.1294	HMPREF9475_01317	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	
742741.3.peg.1295	HMPREF9475_01318	Possible elongation subunit of DNA-dependent DNA polymerase	
742741.3.peg.1296	HMPREF9475_01319	hypothetical protein	
742741.3.peg.1297	HMPREF9475_01320	Cold shock protein of CSP family	
742741.3.peg.1299	HMPREF9475_01321	33 kDa chaperonin HslO	
742741.3.peg.13	HMPREF9475_00012	V-type ATP synthase subunit C (EC 3.6.3.14)	
742741.3.peg.130	HMPREF9475_00255	Predicted phosphohydrolase	
742741.3.peg.1300	HMPREF9475_01322	FIG145533: Methyltransferase (EC 2.1.1.-)	
742741.3.peg.1301	HMPREF9475_01323	hypothetical protein	
742741.3.peg.1302	HMPREF9475_01324	hypothetical protein	
742741.3.peg.1303	HMPREF9475_01325	L-fucose isomerase related protein	
742741.3.peg.1304	HMPREF9475_01326	Tripartite tricarboxylate transporter TctA family	
742741.3.peg.1305	HMPREF9475_01327	hypothetical protein	
742741.3.peg.1306	HMPREF9475_01328	hypothetical protein	
742741.3.peg.1307	HMPREF9475_01329	hypothetical protein	
742741.3.peg.1308	HMPREF9475_01330	Putative glycosidase	
742741.3.peg.1309	HMPREF9475_01331	hypothetical protein	
742741.3.peg.131	HMPREF9475_00256	Oxygen-independent coproporphyrinogen III oxidase%2C Fe-S oxidoreductase	
742741.3.peg.1310	HMPREF9475_01332	3-hydroxyisobutyrate dehydrogenase family protein	
742741.3.peg.1311	HMPREF9475_01333	Transaldolase (EC 2.2.1.2)	
742741.3.peg.1313	HMPREF9475_01334	Protein with domain similar to SecA	
742741.3.peg.1315	HMPREF9475_01335	Phosphoesterase	
742741.3.peg.1316	HMPREF9475_01336	hypothetical protein	
742741.3.peg.1318	HMPREF9475_01337	hypothetical protein	
742741.3.peg.1319	HMPREF9475_01338	Mobile element protein	
742741.3.peg.132	HMPREF9475_00257	hypothetical protein	
742741.3.peg.1320	HMPREF9475_01339	6-phosphofructokinase (EC 2.7.1.11)	
742741.3.peg.1321	HMPREF9475_01340	Acetamidase/Formamidase	
742741.3.peg.1322	HMPREF9475_01341	hypothetical protein	
742741.3.peg.1323	HMPREF9475_01342	Uncharacterized UPF0118 membrane protein	
742741.3.peg.1327	HMPREF9475_01343	hypothetical protein	
742741.3.peg.1329	HMPREF9475_01344	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	
742741.3.peg.133	HMPREF9475_00258	hypothetical protein	
742741.3.peg.1330	HMPREF9475_01345	Cytidine deaminase (EC 3.5.4.5)	
742741.3.peg.1331	HMPREF9475_01346	hypothetical protein	
742741.3.peg.1332	HMPREF9475_01347	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	
742741.3.peg.1334	HMPREF9475_01348	Phosphopentomutase (EC 5.4.2.7)	
742741.3.peg.1335	HMPREF9475_01349	RNA polymerase ECF-type sigma factor	
742741.3.peg.1336	HMPREF9475_01350	hypothetical protein	
742741.3.peg.1337	HMPREF9475_01351	hypothetical protein	
742741.3.peg.1338	HMPREF9475_01352	Phosphoglycolate phosphatase (EC 3.1.3.18)	
742741.3.peg.1340	HMPREF9475_01353	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	
742741.3.peg.1342	HMPREF9475_01354	Spore cortex-lytic enzyme	
742741.3.peg.1343	HMPREF9475_01355	Cys-tRNA(Pro) deacylase YbaK	
742741.3.peg.1345	HMPREF9475_01356	hypothetical protein	
742741.3.peg.1346	HMPREF9475_01357	Sodium/glutamate symporter	
742741.3.peg.1347	HMPREF9475_01358	Ferredoxin-nitrite reductase	
742741.3.peg.1348	HMPREF9475_01359	hypothetical protein	
742741.3.peg.1349	HMPREF9475_01360	hypothetical protein	
742741.3.peg.135	HMPREF9475_00259	no significant homology.	
742741.3.peg.1350	HMPREF9475_01361	hypothetical protein	
742741.3.peg.1352	HMPREF9475_01362	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	
742741.3.peg.1353	HMPREF9475_01363	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	
742741.3.peg.1354	HMPREF9475_01364	Transcriptional regulator%2C LysR family	
742741.3.peg.1355	HMPREF9475_01365	hypothetical protein	
742741.3.peg.1356	HMPREF9475_01366	hypothetical protein	
742741.3.peg.1357	HMPREF9475_01367	Predicted transcriptional regulator	
742741.3.peg.1358	HMPREF9475_01368	hypothetical protein	
742741.3.peg.1359	HMPREF9475_01369	uncharacterized protein with VanW-like domain	
742741.3.peg.136	HMPREF9475_00260	hypothetical protein	
742741.3.peg.1360	HMPREF9475_01370	hypothetical protein	
742741.3.peg.1361	HMPREF9475_01371	Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)	
742741.3.peg.1362	HMPREF9475_01372	Acetolactate synthase small subunit (EC 2.2.1.6)	
742741.3.peg.1363	HMPREF9475_01373	DegV family protein	
742741.3.peg.1364	HMPREF9475_01374	hypothetical protein	
742741.3.peg.1365	HMPREF9475_01375	NADH pyrophosphatase (EC 3.6.1.22)%2C decaps 5'-NAD modified RNA	
742741.3.peg.1366	HMPREF9475_01376	hypothetical protein	
742741.3.peg.1367	HMPREF9475_01377	Carboxynorspermidine decarboxylase (EC 4.1.1.96)	
742741.3.peg.1368	HMPREF9475_01378	Carboxynorspermidine synthase (EC 1.5.1.43)	
742741.3.peg.1369	HMPREF9475_01379	Agmatinase (EC 3.5.3.11)	
742741.3.peg.137	HMPREF9475_00261	hypothetical protein	
742741.3.peg.1370	HMPREF9475_01380	Spermidine synthase (EC 2.5.1.16)	
742741.3.peg.1371	HMPREF9475_01381	Arginine decarboxylase (EC 4.1.1.19)	
742741.3.peg.1372	HMPREF9475_01382	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50)%2C prokaryotic class 1A	
742741.3.peg.1373	HMPREF9475_00874	hypothetical protein	
742741.3.peg.1374	HMPREF9475_00875	hypothetical protein	
742741.3.peg.1375	HMPREF9475_01383	Chromate transport protein	
742741.3.peg.1376	HMPREF9475_01384	FIG00519543: hypothetical protein	
742741.3.peg.1377	HMPREF9475_01385	Transcriptional regulator%2C LysR family	
742741.3.peg.1378	HMPREF9475_01386	Prolipoprotein diacylglyceryl transferase	
742741.3.peg.1379	HMPREF9475_01387	FIG01032145: hypothetical protein	
742741.3.peg.138	HMPREF9475_00262	Metal-dependent hydrolase	
742741.3.peg.1380	HMPREF9475_01388	CBSS-293826.4.peg.2064: hypothetical protein	
742741.3.peg.1381	HMPREF9475_01389	Chromosome partition protein smc	
742741.3.peg.1382	HMPREF9475_01390	hypothetical protein	
742741.3.peg.1383	HMPREF9475_01391	Transcriptional regulator%2C PadR family	
742741.3.peg.1384	HMPREF9475_01392	Iron-sulfur flavoprotein	
742741.3.peg.1385	HMPREF9475_01393	Mobile element protein	
742741.3.peg.1387	HMPREF9475_01394	Threonyl-tRNA synthetase (EC 6.1.1.3)	
742741.3.peg.1388	HMPREF9475_01395	Ribonucleotide reductase of class III (anaerobic)%2C activating protein (EC 1.97.1.4)	
742741.3.peg.1389	HMPREF9475_01396	Ribonucleotide reductase of class III (anaerobic)%2C large subunit (EC 1.17.4.2)	
742741.3.peg.139	HMPREF9475_00263	Lactoylglutathione lyase (EC 4.4.1.5)	
742741.3.peg.1391	HMPREF9475_01397	DegV family protein	
742741.3.peg.1392	HMPREF9475_01398	hypothetical protein	
742741.3.peg.1393	HMPREF9475_01399	hypothetical protein	
742741.3.peg.1394	HMPREF9475_01400	hypothetical protein	
742741.3.peg.1395	HMPREF9475_01401	hypothetical protein	
742741.3.peg.1396	HMPREF9475_01402	hypothetical protein	
742741.3.peg.1397	HMPREF9475_01403	FIG00513963: hypothetical protein	
742741.3.peg.1398	HMPREF9475_01404	Transcriptional regulator%2C AcrR family	
742741.3.peg.1399	HMPREF9475_01405	Predicted transcriptional regulator	
742741.3.peg.14	HMPREF9475_00013	hypothetical protein	
742741.3.peg.140	HMPREF9475_00264	Dihydroorotase (EC 3.5.2.3)	
742741.3.peg.1400	HMPREF9475_01406	Cytochrome c-type biogenesis protein CcdA (DsbD analog) / Cytochrome c-type biogenesis protein ResA	
742741.3.peg.1401	HMPREF9475_01407	Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4)%3B Mercuric ion reductase (EC 1.16.1.1)%3B PF00070 family%2C FAD-dependent NAD(P)-disulphide oxidoreductase	
742741.3.peg.1402	HMPREF9475_01408	D-serine ammonia-lyase (EC 4.3.1.18)	
742741.3.peg.1403	HMPREF9475_01409	Ferredoxin	
742741.3.peg.1404	HMPREF9475_01410	Penicillin-binding protein 3	
742741.3.peg.1405	HMPREF9475_01411	Co-activator of prophage gene expression IbrB	
742741.3.peg.1406	HMPREF9475_01412	Co-activator of prophage gene expression IbrA	
742741.3.peg.1407	HMPREF9475_01413	Co-activator of prophage gene expression IbrA	
742741.3.peg.1408	HMPREF9475_01414	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	
742741.3.peg.1409	HMPREF9475_01415	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	
742741.3.peg.141	HMPREF9475_00265	Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5)	
742741.3.peg.1410	HMPREF9475_01416	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	
742741.3.peg.1411	HMPREF9475_01417	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)	
742741.3.peg.1412	HMPREF9475_01418	hypothetical protein	
742741.3.peg.1414	HMPREF9475_01419	hypothetical protein	
742741.3.peg.1415	HMPREF9475_01420	hypothetical protein	
742741.3.peg.1416	HMPREF9475_01421	LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)	
742741.3.peg.1417	HMPREF9475_01422	tRNA/rRNA cytosine-C5-methyltransferase	
742741.3.peg.1418	HMPREF9475_01423	hypothetical protein	
742741.3.peg.1419	HMPREF9475_01424	Arginine/ornithine antiporter ArcD	
742741.3.peg.142	HMPREF9475_00266	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	
742741.3.peg.1420	HMPREF9475_01425	hypothetical protein	
742741.3.peg.1421	HMPREF9475_01426	Arginine/ornithine antiporter ArcD	
742741.3.peg.1422	HMPREF9475_01427	hypothetical protein	
742741.3.peg.1423	HMPREF9475_01428	hypothetical protein	
742741.3.peg.1424	HMPREF9475_01429	Sodium-dependent transporter%2C SNF family	
742741.3.peg.1425	HMPREF9475_01430	Methionine transporter MetT	
742741.3.peg.1427	HMPREF9475_01432	hypothetical protein	
742741.3.peg.1429	HMPREF9475_01433	Iron-dependent repressor	
742741.3.peg.143	HMPREF9475_00267	hypothetical protein	
742741.3.peg.1430	HMPREF9475_01434	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	
742741.3.peg.1431	HMPREF9475_01435	hypothetical protein	
742741.3.peg.1432	HMPREF9475_01436	Lead%2C cadmium%2C zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)%3B Copper-translocating P-type ATPase (EC 3.6.3.4)	
742741.3.peg.1434	HMPREF9475_01437	hypothetical protein	
742741.3.peg.1435	HMPREF9475_01438	hypothetical protein	
742741.3.peg.1436	HMPREF9475_01439	Oligopeptide ABC transporter%2C substrate-binding protein OppA (TC 3.A.1.5.1)	
742741.3.peg.1437	HMPREF9475_01440	Oligopeptide ABC transporter%2C ATP-binding protein OppF (TC 3.A.1.5.1)	
742741.3.peg.1438	HMPREF9475_01441	Oligopeptide ABC transporter%2C ATP-binding protein OppD (TC 3.A.1.5.1)	
742741.3.peg.1439	HMPREF9475_01442	Oligopeptide ABC transporter%2C permease protein OppC (TC 3.A.1.5.1)	
742741.3.peg.144	HMPREF9475_00268	hypothetical protein	
