ID	locus_tag	product	gene	all_R1	all_R2	all_R3	bbif_R1	bbif_R2	bbif_R3	bbre_R1	bbre_R2	bbre_R3	binf_R1	binf_R2	binf_R3	bthe_R1	bthe_R2	bthe_R3	lsym_R1	lsym_R2	lsym_R3	ecol_R1	ecol_R2	ecol_R3	paci_R1	paci_R2	paci_R3
fig|511145.12.peg.474	b0456	Protein of unknown function DUF1428	ybaA	8	48	58	21.0	20.0	59.0	40.0	17.0	25.0	5.0	20.0	22.0	12.0	18.0	22.0	57.0	20.0	36.0				53.0	117.0	114.0
fig|511145.12.peg.475	b0457	c-di-GMP phosphodiesterase (EC 3.1.4.52) %3D> PdeB	ylaB	250	221	337	202.0	244.0	484.0	443.0	243.0	272.0	116.0	408.0	339.0	183.0	371.0	306.0	454.0	184.0	159.0				675.0	817.0	739.0
fig|511145.12.peg.476	b0458	Inner membrane protein YlaC	ylaC	646	466	874	1005.0	781.0	1380.0	1282.0	846.0	972.0	240.0	1743.0	738.0	459.0	924.0	821.0	2614.0	658.0	1033.0				2746.0	3426.0	3095.0
fig|511145.12.peg.477	b0459	Maltose O-acetyltransferase (EC 2.3.1.79)	maa	102	213	239	443.0	660.0	1163.0	508.0	374.0	362.0	195.0	1363.0	421.0	146.0	276.0	224.0	1295.0	525.0	438.0				1091.0	900.0	927.0
fig|511145.12.peg.478	b0460	Haemolysin expression modulating protein	hha	234	370	443	774.0	583.0	1324.0	858.0	853.0	950.0	242.0	1695.0	809.0	274.0	499.0	505.0	1631.0	1006.0	647.0				1661.0	1337.0	1283.0
fig|511145.12.peg.479	b0461	Hha toxicity modulator TomB	tomB	228	334	526	1305.0	1274.0	1842.0	833.0	562.0	638.0	584.0	1721.0	1309.0	611.0	1229.0	1229.0	2589.0	577.0	989.0				1631.0	2062.0	1824.0
fig|511145.12.peg.48	b0047	Glutathione-regulated potassium-efflux system protein KefC	kefC	71	66	132	78.0	147.0	285.0	248.0	173.0	165.0	41.0	129.0	114.0	79.0	105.0	123.0	255.0	139.0	117.0				451.0	551.0	445.0
fig|511145.12.peg.480	b0462	Multidrug efflux system AcrAB-TolC%2C inner-membrane proton/drug antiporter AcrB (RND type)	acrB	942	1429	2105	974.0	1256.0	1958.0	4971.0	2618.0	2714.0	349.0	1869.0	1438.0	618.0	980.0	1000.0	3290.0	643.0	1289.0				5601.0	3738.0	4376.0
fig|511145.12.peg.481	b0463	Multidrug efflux system AcrAB-TolC%2C membrane fusion component AcrA	acrA	548	746	1135	576.0	712.0	1281.0	1605.0	1062.0	1041.0	271.0	1170.0	722.0	404.0	657.0	591.0	1518.0	397.0	773.0				2802.0	1976.0	2181.0
fig|511145.12.peg.482	b0464	Transcriptional regulator of acrAB operon%2C AcrR	acrR	29	45	72	49.0	63.0	59.0	65.0	55.0	44.0	24.0	79.0	68.0	31.0	74.0	71.0	69.0	17.0	29.0				165.0	164.0	121.0
fig|511145.12.peg.483	b0465	Mechanosensitive channel MscK	kefA	734	841	1321	523.0	752.0	1239.0	2298.0	1446.0	1596.0	235.0	335.0	769.0	365.0	706.0	578.0	1909.0	467.0	593.0				3630.0	2208.0	2681.0
fig|511145.12.peg.484		Possibly bogus hypothetical protein in a repeated sequence element		9	14	16	8.0	7.0	10.0	39.0	31.0	20.0	4.0	41.0	19.0	6.0	6.0	12.0	20.0	4.0	3.0				43.0	30.0	38.0
fig|511145.12.peg.485	b0466	Uncharacterized protein YbaM	ybaM	58	34	53	111.0	60.0	94.0	153.0	86.0	136.0	11.0	59.0	58.0	34.0	81.0	96.0	193.0	40.0	68.0				304.0	291.0	321.0
fig|511145.12.peg.486	b0467	Primosomal replication protein N prime prime	priC	120	101	177	207.0	281.0	393.0	477.0	319.0	325.0	40.0	280.0	184.0	142.0	213.0	220.0	784.0	154.0	328.0				855.0	1206.0	999.0
fig|511145.12.peg.487	b0468	Inner membrane protein YbaN	ybaN	47	40	66	58.0	71.0	259.0	443.0	124.0	160.0	6.0	42.0	31.0	23.0	53.0	58.0	274.0	82.0	89.0				269.0	220.0	201.0
fig|511145.12.peg.488		hypothetical protein		5	9	13	4.0	4.0	15.0	39.0	11.0	17.0	5.0	4.0	4.0	7.0	3.0	6.0	17.0	9.0	6.0				20.0	21.0	16.0
fig|511145.12.peg.489	b0469	Adenine phosphoribosyltransferase (EC 2.4.2.7)	apt	530	686	872	141.0	261.0	448.0	910.0	894.0	679.0	46.0	53.0	245.0	111.0	219.0	171.0	701.0	187.0	205.0				2368.0	928.0	1431.0
fig|511145.12.peg.49	b0048	Dihydrofolate reductase (EC 1.5.1.3)	folA	219	319	492	166.0	185.0	393.0	666.0	441.0	426.0	70.0	147.0	104.0	95.0	132.0	157.0	528.0	175.0	173.0				1256.0	916.0	1072.0
fig|511145.12.peg.490	b0470	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	dnaX	1060	1601	1985	760.0	1268.0	2382.0	4069.0	3485.0	3184.0	266.0	415.0	985.0	462.0	756.0	756.0	3365.0	882.0	1095.0				6171.0	3236.0	4378.0
fig|511145.12.peg.491	b0471	Nucleoid-associated protein YaaK	ybaB	469	590	955	614.0	609.0	885.0	2213.0	1356.0	1411.0	238.0	660.0	738.0	427.0	764.0	752.0	2455.0	303.0	974.0				3533.0	2491.0	2709.0
fig|511145.12.peg.492	b0472	Recombination protein RecR	recR	401	526	674	265.0	462.0	578.0	1541.0	777.0	736.0	94.0	301.0	277.0	217.0	281.0	264.0	1195.0	118.0	474.0				2004.0	1504.0	1893.0
fig|511145.12.peg.493	b0473	Chaperone protein HtpG	htpG	1647	1973	3679	5425.0	4464.0	21991.0	1012.0	1089.0	816.0	6281.0	28373.0	19807.0	8322.0	10576.0	11611.0	13259.0	11740.0	6523.0				5108.0	5124.0	4960.0
fig|511145.12.peg.494	b0474	Adenylate kinase (EC 2.7.4.3)	adk	1573	2183	3843	1084.0	1916.0	2813.0	3863.0	2619.0	2503.0	312.0	495.0	842.0	700.0	1396.0	1237.0	4344.0	788.0	1564.0				10761.0	6142.0	7910.0
fig|511145.12.peg.495	b0475	Ferrochelatase%2C protoheme ferro-lyase (EC 4.99.1.1)	hemH	697	168	722	174.0	357.0	794.0	289.0	222.0	226.0	67.0	230.0	241.0	216.0	273.0	271.0	492.0	279.0	225.0				744.0	1068.0	894.0
fig|511145.12.peg.496	b0476	Acetyl esterase (EC 3.1.1.-)	aes	41	27	40	53.0	96.0	127.0	125.0	74.0	77.0	21.0	111.0	93.0	46.0	56.0	44.0	107.0	45.0	40.0				276.0	251.0	245.0
fig|511145.12.peg.497	b0477	Inosine-guanosine kinase (EC 2.7.1.73)	gsk	157	413	504	80.0	164.0	212.0	281.0	252.0	234.0	35.0	73.0	75.0	59.0	86.0	83.0	240.0	55.0	99.0				1183.0	412.0	695.0
fig|511145.12.peg.498	b0478	Inner membrane protein YbaL%2C KefB/KefC family	ybaL	238	335	458	557.0	740.0	2034.0	1976.0	963.0	1170.0	145.0	782.0	527.0	391.0	576.0	573.0	1782.0	854.0	731.0				1545.0	2996.0	2317.0
fig|511145.12.peg.499	b0479	Fosmidomycin resistance protein	fsr	53	33	81	61.0	49.0	170.0	135.0	55.0	87.0	13.0	58.0	49.0	34.0	51.0	57.0	163.0	58.0	46.0				202.0	287.0	233.0
fig|511145.12.peg.5	b0006	UPF0246 protein YaaA	yaaA	447	187	638	194.0	237.0	726.0	849.0	482.0	515.0	56.0	302.0	188.0	154.0	216.0	216.0	786.0	411.0	243.0				1107.0	896.0	990.0
fig|511145.12.peg.50	b0049	Bis(5'-nucleosyl)-tetraphosphatase%2C symmetrical (EC 3.6.1.41)	apaH	292	458	742	314.0	530.0	967.0	1193.0	839.0	731.0	112.0	308.0	423.0	279.0	435.0	423.0	961.0	319.0	390.0				1734.0	1591.0	1610.0
fig|511145.12.peg.500	b0480	UDP-sugar hydrolase (EC 3.6.1.45)%3B 5'-nucleotidase (EC 3.1.3.5)	ushA	195	169	407	604.0	450.0	1051.0	699.0	321.0	412.0	161.0	643.0	315.0	324.0	530.0	609.0	1317.0	329.0	651.0				1204.0	2542.0	1901.0
fig|511145.12.peg.501	b0481	Cys-tRNA(Pro) deacylase YbaK	ybaK	191	120	282	206.0	169.0	305.0	394.0	263.0	292.0	108.0	314.0	316.0	189.0	380.0	300.0	625.0	118.0	226.0				594.0	769.0	700.0
fig|511145.12.peg.502	b0482	Uncharacterized protein YbaP	ybaP	241	251	439	386.0	471.0	947.0	1551.0	649.0	921.0	151.0	851.0	472.0	263.0	405.0	433.0	2395.0	403.0	629.0				1219.0	1647.0	1607.0
fig|511145.12.peg.503	b0483	Antitoxin HigA	ybaQ	37	120	156	130.0	125.0	220.0	233.0	144.0	166.0	82.0	297.0	170.0	141.0	185.0	208.0	294.0	76.0	139.0				289.0	383.0	329.0
fig|511145.12.peg.504		hypothetical protein		6	24	27	67.0	71.0	151.0	162.0	90.0	66.0	13.0	23.0	48.0	44.0	56.0	72.0	650.0	14.0	43.0				170.0	566.0	386.0
fig|511145.12.peg.505	b0484	Lead%2C cadmium%2C zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)%3B Copper-translocating P-type ATPase (EC 3.6.3.4)	copA	761	735	1363	2995.0	2521.0	4674.0	5925.0	3651.0	3816.0	802.0	1986.0	2358.0	2204.0	3004.0	3126.0	17897.0	1808.0	6008.0				5273.0	15427.0	10819.0
fig|511145.12.peg.506	b0485	Glutaminase (EC 3.5.1.2)	ybaS	169	105	321	5291.0	3073.0	11518.0	12496.0	1936.0	5351.0	808.0	1541.0	1886.0	3397.0	4112.0	4850.0	20266.0	5573.0	7585.0				5161.0	34300.0	21321.0
fig|511145.12.peg.507	b0486	Inner membrane transport protein YbaT	ybaT	105	58	169	1802.0	1419.0	6003.0	7694.0	1431.0	3696.0	291.0	453.0	734.0	1189.0	1283.0	1548.0	7380.0	2548.0	2593.0				2883.0	14848.0	9233.0
fig|511145.12.peg.508	b0487	Copper resistance transcriptional regulator CueR (MerR family)	cueR	276	168	442	1065.0	935.0	3431.0	5169.0	1315.0	2558.0	240.0	697.0	640.0	812.0	1014.0	1104.0	5646.0	1842.0	1656.0				2732.0	9624.0	6483.0
fig|511145.12.peg.509	b0488	Putative activity regulator of membrane protease YbbK	ybbJ	52	55	68	206.0	218.0	570.0	158.0	179.0	130.0	38.0	262.0	140.0	117.0	116.0	135.0	748.0	174.0	280.0				385.0	647.0	511.0
fig|511145.12.peg.51	b0050	ApaG protein	apaG	61	125	162	105.0	144.0	294.0	461.0	358.0	375.0	27.0	177.0	108.0	65.0	96.0	103.0	510.0	189.0	168.0				597.0	573.0	575.0
fig|511145.12.peg.510	b0489	Protein QmcA (possibly involved in integral membrane quality control)	qmcA	134	115	230	927.0	486.0	1191.0	615.0	440.0	414.0	147.0	1730.0	444.0	362.0	486.0	561.0	2158.0	587.0	1213.0				975.0	1861.0	1483.0
fig|511145.12.peg.511	b0490	Probable iron export ATP-binding protein FetA	ybbL	124	98	263	131.0	175.0	327.0	556.0	372.0	465.0	60.0	246.0	191.0	122.0	234.0	215.0	589.0	125.0	187.0				517.0	444.0	493.0
fig|511145.12.peg.512	b0491	Probable iron export permease protein FetB	ybbM	47	59	123	64.0	100.0	161.0	328.0	175.0	248.0	30.0	60.0	106.0	47.0	104.0	95.0	196.0	35.0	70.0				310.0	346.0	315.0
fig|511145.12.peg.513	b0492	FIG000875: Thioredoxin domain-containing protein EC-YbbN	ybbN	471	312	754	697.0	588.0	4762.0	793.0	373.0	393.0	892.0	3895.0	2838.0	1285.0	1487.0	1672.0	1842.0	2689.0	868.0				1317.0	1201.0	1128.0
fig|511145.12.peg.514	b0493	Putative NAD(P)-dependent oxidoreductase EC-YbbO	ybbO	72	109	177	122.0	162.0	261.0	253.0	164.0	183.0	41.0	215.0	143.0	72.0	132.0	105.0	375.0	84.0	194.0				473.0	448.0	474.0
fig|511145.12.peg.515	b0494	Multifunctional acyl-CoA thioesterase I%2C protease I%2C lysophospholipase L1	tesA	44	68	111	73.0	91.0	121.0	197.0	99.0	112.0	42.0	162.0	109.0	64.0	106.0	124.0	221.0	66.0	78.0				259.0	296.0	272.0
fig|511145.12.peg.516	b0495	Uncharacterized metabolite ABC transporter in Enterobacteriaceae%2C ATP-binding protein EC-YbbA	ybbA	24	32	44	44.0	103.0	174.0	154.0	91.0	117.0	14.0	87.0	83.0	59.0	82.0	78.0	363.0	52.0	147.0				204.0	332.0	280.0
fig|511145.12.peg.517	b0496	Uncharacterized metabolite ABC transporter in Enterobacteriaceae%2C permease protein EC-YbbP	ybbP	82	79	127	46.0	115.0	199.0	223.0	217.0	227.0	25.0	46.0	116.0	88.0	135.0	114.0	313.0	67.0	133.0				348.0	325.0	289.0
fig|511145.12.peg.518	b0497	Protein RhsD	rhsD	119	186	300	150.0	219.0	375.0	306.0	177.0	183.0	184.0	533.0	363.0	147.0	243.0	283.0	444.0	95.0	203.0				553.0	638.0	610.0
fig|511145.12.peg.519	b0498	Uncharacterized protein YbbC	ybbC	5	9	17	5.0	8.0	10.0	10.0	12.0	16.0	32.0	26.0	33.0	2.0	10.0	17.0	1.0	4.0	4.0				13.0	14.0	3.0
fig|511145.12.peg.52	b0051	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	rsmA	404	639	870	564.0	765.0	1907.0	3044.0	1417.0	1518.0	141.0	503.0	438.0	356.0	470.0	562.0	2445.0	706.0	874.0				3808.0	3493.0	3599.0
fig|511145.12.peg.520	b0499	Putative uncharacterized protein YlbH	ylbH	16	35	44	18.0	14.0	25.0	30.0	12.0	17.0	32.0	170.0	109.0	9.0	56.0	31.0	15.0	8.0	21.0				26.0	19.0	32.0
fig|511145.12.peg.521		hypothetical protein		2	1	4	0.0	1.0	4.0	2.0	1.0	4.0	0.0	0.0	8.0	2.0	2.0	5.0	2.0	0.0	1.0				10.0	4.0	5.0
fig|511145.12.peg.522		hypothetical protein		3	1	18	14.0	9.0	8.0	5.0	7.0	7.0	23.0	133.0	46.0	8.0	17.0	13.0	17.0	2.0	9.0				21.0	17.0	10.0
fig|511145.12.peg.523		ISSod13%2C transposase		47	67	112	49.0	59.0	113.0	215.0	161.0	146.0	20.0	17.0	81.0	47.0	92.0	69.0	173.0	43.0	75.0				352.0	255.0	293.0
fig|511145.12.peg.524	b0503	Selenophosphate-dependent tRNA 2-selenouridine synthase	selU	332	570	812	391.0	533.0	847.0	1162.0	1135.0	888.0	71.0	220.0	359.0	335.0	546.0	450.0	1524.0	242.0	557.0				2646.0	2003.0	2236.0
fig|511145.12.peg.525	b0504	Transcriptional regulator AllS%2C LysR family	allS	14	11	14	23.0	32.0	48.0	23.0	16.0	15.0	17.0	22.0	21.0	15.0	19.0	25.0	96.0	26.0	28.0				67.0	142.0	105.0
fig|511145.12.peg.526	b0505	Ureidoglycolate lyase (EC 4.3.2.3)	allA	15	17	40	35.0	29.0	46.0	39.0	24.0	19.0	2.0	41.0	36.0	28.0	33.0	44.0	70.0	9.0	31.0				103.0	126.0	108.0
fig|511145.12.peg.527	b0506	hypothetical protein	allR	268	203	453	386.0	582.0	1026.0	1245.0	583.0	708.0	116.0	297.0	467.0	301.0	472.0	521.0	1158.0	321.0	451.0				1852.0	2366.0	2015.0
fig|511145.12.peg.528	b0507	Glyoxylate carboligase (EC 4.1.1.47)	gcl	6	6	12	17.0	28.0	64.0	52.0	19.0	24.0	8.0	23.0	34.0	16.0	27.0	16.0	78.0	24.0	35.0				61.0	104.0	99.0
fig|511145.12.peg.529	b0508	Hydroxypyruvate isomerase (EC 5.3.1.22)	hyi	1	2	6	7.0	7.0	15.0	8.0	4.0	5.0	11.0	4.0	3.0	0.0	1.0	10.0	14.0	1.0	7.0				8.0	20.0	23.0
fig|511145.12.peg.53	b0052	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	pdxA	187	356	477	140.0	251.0	557.0	1450.0	747.0	770.0	49.0	192.0	190.0	158.0	185.0	205.0	718.0	224.0	231.0				1771.0	1106.0	1364.0
fig|511145.12.peg.530	b0509	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	glxR	4	5	3	4.0	6.0	12.0	4.0	4.0	6.0	1.0	5.0	9.0	0.0	1.0	7.0	12.0	6.0	2.0				20.0	13.0	20.0
fig|511145.12.peg.531	b0511	Allantoin permease	ybbW	1	13	1	7.0	2.0	9.0	10.0	2.0	4.0	1.0	9.0	3.0	6.0	4.0	4.0	12.0	3.0	5.0				9.0	14.0	5.0
fig|511145.12.peg.532	b0512	Allantoinase (EC 3.5.2.5)	allB	6	26	24	13.0	24.0	34.0	24.0	18.0	17.0	7.0	54.0	35.0	10.0	33.0	30.0	81.0	3.0	12.0				46.0	65.0	80.0
fig|511145.12.peg.533	b0513	Putative purine permease YbbY	ybbY	3	5	7	8.0	8.0	38.0	29.0	15.0	28.0	4.0	0.0	18.0	3.0	7.0	4.0	31.0	18.0	14.0				21.0	52.0	40.0
fig|511145.12.peg.534	b0514	Glycerate kinase (EC 2.7.1.31)	glxK	15	21	37	19.0	26.0	59.0	39.0	24.0	18.0	10.0	27.0	33.0	32.0	24.0	20.0	43.0	18.0	15.0				62.0	81.0	91.0
fig|511145.12.peg.535	b0515	Ureidoglycine aminohydrolase	ylbA	27	29	50	22.0	47.0	41.0	80.0	33.0	57.0	10.0	64.0	62.0	32.0	46.0	29.0	60.0	15.0	22.0				105.0	81.0	88.0
fig|511145.12.peg.536	b0516	Allantoate amidohydrolase (EC 3.5.3.9)	allC	17	20	40	21.0	39.0	53.0	51.0	23.0	33.0	9.0	53.0	27.0	25.0	41.0	38.0	45.0	14.0	21.0				108.0	66.0	74.0
fig|511145.12.peg.537	b0517	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	allD	6	9	13	6.0	14.0	14.0	13.0	3.0	6.0	4.0	12.0	0.0	0.0	1.0	4.0	9.0	4.0	1.0				15.0	34.0	25.0
fig|511145.12.peg.538	b0518	Membrane protein FdrA	fdrA	2	16	13	9.0	12.0	10.0	9.0	15.0	8.0	3.0	11.0	15.0	2.0	2.0	2.0	10.0	5.0	5.0				10.0	22.0	13.0
fig|511145.12.peg.539		Uncharacterized protein YlbE		0	0	0	2.0	0.0	1.0	1.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				2.0	1.0	0.0
fig|511145.12.peg.54	b0053	Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)	surA	1292	1853	2789	2450.0	2952.0	4975.0	8186.0	5435.0	4987.0	531.0	2142.0	2071.0	1749.0	2719.0	2758.0	9304.0	1702.0	3451.0				11926.0	14078.0	12799.0
fig|511145.12.peg.540	b4572	Uncharacterized protein YlbE	ylbE	5	3	10	12.0	4.0	23.0	11.0	10.0	13.0	6.0	5.0	3.0	3.0	4.0	3.0	20.0	9.0	5.0				29.0	29.0	38.0
fig|511145.12.peg.541	b0520	Uncharacterized protein YlbF	ylbF	6	13	9	2.0	9.0	18.0	20.0	9.0	5.0	0.0	7.0	2.0	2.0	4.0	2.0	18.0	5.0	16.0				52.0	34.0	47.0
fig|511145.12.peg.542	b0521	Carbamate kinase (EC 2.7.2.2)	ybcF	6	22	20	9.0	24.0	35.0	39.0	18.0	12.0	2.0	25.0	17.0	15.0	19.0	18.0	38.0	13.0	29.0				55.0	64.0	77.0
fig|511145.12.peg.543	b0522	N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)	purK	71	82	101	58.0	91.0	105.0	254.0	254.0	227.0	19.0	51.0	66.0	44.0	94.0	77.0	173.0	28.0	82.0				309.0	132.0	191.0
fig|511145.12.peg.544	b0523	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)	purE	100	76	154	83.0	87.0	128.0	201.0	294.0	190.0	26.0	53.0	47.0	61.0	163.0	125.0	197.0	34.0	69.0				401.0	150.0	209.0
fig|511145.12.peg.545	b0524	UDP-2%2C3-diacylglucosamine diphosphatase (EC 3.6.1.54)	lpxH	115	213	235	59.0	203.0	294.0	424.0	331.0	287.0	37.0	66.0	97.0	61.0	90.0	86.0	422.0	98.0	124.0				994.0	622.0	693.0
fig|511145.12.peg.546	b0525	Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)	ppiB	2225	1793	3370	1600.0	1457.0	2677.0	5221.0	2283.0	3417.0	557.0	1215.0	2312.0	1549.0	2491.0	2191.0	4927.0	1027.0	1896.0				7150.0	6511.0	6422.0
fig|511145.12.peg.547	b0526	Cysteinyl-tRNA synthetase (EC 6.1.1.16)	cysS	346	533	797	133.0	404.0	491.0	661.0	410.0	395.0	62.0	129.0	231.0	121.0	249.0	192.0	601.0	101.0	188.0				1677.0	872.0	1301.0
fig|511145.12.peg.548	b0527	Inner membrane protein YbcI	ybcI	34	24	38	41.0	30.0	73.0	60.0	96.0	46.0	4.0	43.0	37.0	17.0	32.0	26.0	177.0	15.0	65.0				110.0	105.0	114.0
fig|511145.12.peg.549	b0528	Uncharacterized S4 RNA-binding-domain protein YbcJ	ybcJ	70	102	120	84.0	88.0	225.0	267.0	256.0	206.0	8.0	45.0	67.0	50.0	59.0	72.0	358.0	100.0	115.0				437.0	307.0	357.0
fig|511145.12.peg.55	b0054	LPS-assembly protein LptD @ Organic solvent tolerance protein precursor	lptD	2195	3510	5344	4377.0	4598.0	10479.0	11689.0	9157.0	9638.0	861.0	2703.0	3221.0	2713.0	3855.0	3727.0	17773.0	5285.0	5965.0				20360.0	22158.0	21148.0
fig|511145.12.peg.550	b0529	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	folD	560	613	1207	899.0	929.0	1958.0	3219.0	2287.0	2334.0	138.0	478.0	506.0	427.0	690.0	669.0	3104.0	1029.0	1053.0				4311.0	3207.0	3509.0
fig|511145.12.peg.551	b0530	Uncharacterized fimbrial-like protein SfmA	sfmA	2	0	4	5.0	8.0	12.0	13.0	5.0	5.0	3.0	4.0	10.0	2.0	4.0	9.0	29.0	2.0	6.0				19.0	17.0	21.0
fig|511145.12.peg.552	b0531	Probable fimbrial chaperone SfmC	sfmC	4	1	0	2.0	0.0	4.0	1.0	2.0	3.0	0.0	0.0	7.0	0.0	1.0	2.0	4.0	1.0	0.0				2.0	2.0	1.0
fig|511145.12.peg.553	b0532	Outer membrane usher protein SfmD	sfmD	20	45	30	26.0	48.0	82.0	43.0	33.0	24.0	27.0	126.0	79.0	24.0	47.0	44.0	41.0	16.0	21.0				106.0	104.0	107.0
fig|511145.12.peg.554	b0533	Uncharacterized fimbrial-like protein SfmH	sfmH	2	3	1	4.0	6.0	2.0	2.0	3.0	1.0	10.0	25.0	4.0	0.0	4.0	3.0	4.0	1.0	0.0				2.0	5.0	4.0
fig|511145.12.peg.555	b0534	Uncharacterized fimbrial-like protein SfmF	sfmF	5	8	3	4.0	4.0	12.0	16.0	13.0	17.0	5.0	23.0	9.0	1.0	7.0	7.0	11.0	1.0	6.0				29.0	22.0	24.0
fig|511145.12.peg.556	b0535	Transcriptional regulator of fimbriae expression FimZ (LuxR/UhpA family)	fimZ	11	1	4	2.0	4.0	5.0	15.0	2.0	2.0	8.0	23.0	15.0	1.0	9.0	7.0	15.0	0.0	8.0				27.0	11.0	13.0
fig|511145.12.peg.557		hypothetical protein		13	7	15	18.0	8.0	4.0	13.0	21.0	16.0	0.0	17.0	17.0	1.0	23.0	5.0	45.0	1.0	6.0				38.0	43.0	38.0
fig|511145.12.peg.558	b0537	Phage integrase	intD	302	331	663	358.0	436.0	608.0	982.0	526.0	623.0	163.0	565.0	452.0	312.0	629.0	463.0	840.0	182.0	436.0				1360.0	1144.0	1142.0
fig|511145.12.peg.559	b0539	Phage exonuclease (EC 3.1.11.3)	exoD	5	2	15	14.0	22.0	26.0	23.0	18.0	12.0	5.0	25.0	24.0	9.0	9.0	13.0	38.0	11.0	8.0				36.0	38.0	44.0
fig|511145.12.peg.56	b0055	DnaJ-like protein DjlA	djlA	373	362	733	330.0	429.0	683.0	1609.0	1286.0	1369.0	83.0	141.0	271.0	163.0	346.0	294.0	1110.0	257.0	418.0				2127.0	1476.0	1665.0
fig|511145.12.peg.560	b4508	Phage DNA replication protein P	peaD	10	12	8	7.0	7.0	16.0	15.0	20.0	13.0	3.0	0.0	19.0	1.0	2.0	3.0	7.0	12.0	8.0				12.0	16.0	17.0
fig|511145.12.peg.561	b0540	Transposase InsE for insertion sequence IS3E	insE	2	3	2	0.0	1.0	1.0	4.0	6.0	1.0	0.0	0.0	4.0	3.0	1.0	0.0	1.0	1.0	1.0				3.0	6.0	2.0
fig|511145.12.peg.562	b0541	Transposase InsF for insertion sequence IS3 @ Mobile element protein	insF	0	1	1	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	2.0	9.0	0.0	2.0				3.0	5.0	0.0
fig|511145.12.peg.563	b0542	Phage exclusion protein ren	renD	18	8	23	21.0	8.0	28.0	8.0	12.0	13.0	5.0	30.0	29.0	7.0	14.0	11.0	10.0	0.0	9.0				37.0	28.0	24.0
fig|511145.12.peg.564	b0543	Small multidrug resistance (SMR) efflux transporter %3D> EmrE%2C broad substrate specificity	emrE	135	125	231	240.0	173.0	310.0	213.0	274.0	234.0	88.0	484.0	297.0	146.0	354.0	353.0	510.0	158.0	172.0				516.0	573.0	548.0
fig|511145.12.peg.565		hypothetical protein		0	3	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0				1.0	1.0	0.0
fig|511145.12.peg.566	b0544	Uncharacterized protein YbcK	ybcK	9	30	41	12.0	23.0	24.0	21.0	33.0	24.0	34.0	154.0	87.0	4.0	30.0	22.0	52.0	12.0	7.0				66.0	38.0	33.0
fig|511145.12.peg.567		hypothetical protein		1	1	6	10.0	7.0	7.0	5.0	3.0	0.0	1.0	9.0	6.0	4.0	2.0	2.0	6.0	4.0	1.0				14.0	10.0	2.0
fig|511145.12.peg.568	b0546	Uncharacterized transcriptional regulator YbcM%2C AraC family	ybcM	79	69	118	172.0	73.0	225.0	314.0	145.0	231.0	127.0	267.0	217.0	59.0	126.0	136.0	389.0	143.0	156.0				387.0	613.0	408.0
fig|511145.12.peg.569	b0547	Uncharacterized protein YbcN	ybcN	0	1	2	4.0	1.0	0.0	0.0	2.0	4.0	12.0	18.0	14.0	5.0	2.0	0.0	9.0	2.0	2.0				4.0	5.0	8.0
fig|511145.12.peg.57		Uncharacterized protein YabP		102	271	406	221.0	234.0	388.0	793.0	721.0	641.0	67.0	301.0	177.0	88.0	217.0	183.0	460.0	146.0	213.0				1252.0	736.0	766.0
fig|511145.12.peg.570	b0549	Uncharacterized protein YbcO	ybcO	1	0	4	2.0	1.0	4.0	2.0	0.0	0.0	1.0	40.0	17.0	3.0	1.0	2.0	3.0	4.0	2.0				3.0	4.0	3.0
fig|511145.12.peg.571	b0550	Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.-)	rusA	2	0	0	1.0	0.0	1.0	1.0	2.0	0.0	4.0	0.0	2.0	0.0	2.0	1.0	4.0	0.0	0.0				1.0	1.0	0.0
fig|511145.12.peg.572	b4509	Uncharacterized protein YlcG	ylcG	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0
fig|511145.12.peg.573	b0551	Phage antitermination protein Q	quuD	5	8	13	3.0	5.0	8.0	2.0	3.0	8.0	2.0	17.0	13.0	10.0	12.0	4.0	5.0	4.0	2.0				10.0	17.0	6.0
